Accession Code (sample#),LakeName,DEC_Code,Date,Z max (m),Sample Type,Sample Z (m),Sample Layer,Secchi (m),Conductivity (umhos),pH_air_eq,ANC(ueq/L),NH4-N (ug N/L),NH4+ (mg/L),NH4+ (ueq/L),DIC (mg/L),DOC (mg/L),F (mg/L),Cl (mg/L),Cl (ueq/L),NO3-N (mg N/L),NO3- (mg/L),NO3- (ueq/L),SO4-S (mg S/L),SO4-- (mg/L),SO4-- (ueq/L),Total P (ug/L),MRP    (ug P/L),TFP (ug/L),TN (mg/L),Chla (ug/L),Si (mg/l),Dissolved Silica SiO2 (mg/l),Na (mg/L),Na (ueq/L),K (mg/L),K (ueq/L),Fe (mg/L),Mg (mg/L),Mg (ueq/L),Ca (mg/L),Ca (ueq/L),Total Al (ug/L),Total mono Al (ug/L),Nonlabile mono Al (ug/L),Labile mono Ali (ug/L),Hydrologic Type,Watershed,Watershed area (ha),lake volume (m3),WA/SA ratio,surface area (ha),surface area (m2)
10346179,Big Moose,40752,5-Sep-03,20,G,18,Yh,4.3,19.1,5.78,10,94.28,0.12,6.67,,3.24,0.04,0.7,19.57,0.31,1.37,21.9,1.53,4.59,91.74,4.52,1.01,1.94,0.59,0.37,2.15,4.6,0.78,33.67,0.34,8.48,0.36,0.25,20.5,1.62,79.18,281.17,96.27,20.09,76.18,TDL,black,9643.7,N/A,18.84,511.9,5119000
10446060,Big Moose,40752,7-Jul-04,22.5,G,21,Yh,4.7,16.6,5.56,14.26,71.27,0.09,5.04,1.75,2.86,0.05,0.36,10.02,0.27,1.19,18.99,1.37,4.1,81.9,3,1.1,2.68,1.07,0.4,2.07,4.43,0.59,25.33,0.34,8.55,0.4,0.28,22.96,1.37,67.18,295.87,90.88,33.94,56.93,TDL,black,9643.7,N/A,18.84,511.9,5119000
10446145,Big Moose,40752,10-Aug-04,24,G,21,Yh,4.5,14.9,5.73,17.99,,,,2.33,2.47,0.05,0.43,11.9,0.21,0.94,15.09,1.27,3.82,76.44,4.92,4.03,0.89,0.64,0.34,2.49,5.33,0.57,24.55,0.34,8.6,0.76,0.27,22.06,1.72,84.33,349.19,74.64,27.6,47.03,TDL,black,9643.7,N/A,18.84,511.9,5119000
10546059,Big Moose,40752,20-Jul-05,23.3,G,22,Yh,4.1,18.4,5.79,17.88,90.3,0.12,6.39,1.94,2.25,0.05,0.44,12.29,0.24,1.05,16.87,1.21,3.63,72.6,5.23,0.5,1.59,0.58,0.55,2.16,4.62,0.69,29.58,0.37,9.15,0.7,0.26,20.99,1.47,71.83,309.27,76.5,32.73,43.77,TDL,black,9643.7,N/A,18.84,511.9,5119000
10546145,Big Moose,40752,17-Aug-05,23.2,G,22,Yh,4.9,19,5.98,13.07,126,0.16,8.91,2.71,2.32,0.05,0.8,22.51,0.22,0.96,15.38,1.22,3.66,73.2,7.19,4.07,2.6,0.61,1.27,2.11,4.52,0.68,29.07,0.36,9.05,1.06,0.24,19.52,1.39,68.26,349.93,76.07,36.1,39.96,TDL,black,9643.7,N/A,18.84,511.9,5119000
10646059,Big Moose,40752,17-Jul-06,22.6,G,21,Yh,3.95,18.8,5.74,6.37,81,0.1,5.73,2.06,2.25,0.05,0.49,13.58,0.2,0.9,14.39,1.32,3.96,79.2,6.19,2.82,1.45,0.47,0.48,2.09,4.47,0.61,26.1,0.29,7.33,0.64,0.24,20.01,1.54,75.36,321.24,71.05,21.83,49.22,TDL,black,9643.7,N/A,18.84,511.9,5119000
10646145,Big Moose,40752,16-Aug-06,20.5,G,19,Yh,4.1,18.6,5.91,14.54,112.5,0.14,7.96,2.69,2.79,0.05,0.39,10.81,0.18,0.79,12.61,1.22,3.66,73.2,9.39,3.38,1.61,0.62,0.81,1.91,4.09,0.64,27.43,0.29,7.23,0.71,0.24,19.76,1.5,73.55,368.5,70.08,22.8,47.27,TDL,black,9643.7,N/A,18.84,511.9,5119000
10746023,Big Moose,40752,12-Jul-07,21,G,18,Yh,4.9,16.6,5.38,3.3,51.9,0.07,3.67,2.35,5.3,0.05,0.43,11.93,0.39,1.71,27.28,1.24,3.72,74.4,4.63,5.87,1.69,0.57,0.44,2.19,4.69,0.51,22.1,0.29,7.13,0.32,0.23,18.53,1.26,61.69,321.44,131.71,53.59,78.12,TDL,black,9643.7,N/A,18.84,511.9,5119000
10746065,Big Moose,40752,31-Jul-07,21,G,21,Yh,4.9,16.2,5.5,-13.08,63.6,0.08,4.5,2.58,2.28,0.03,0.44,12.18,0.29,1.27,20.34,1.03,3.09,61.8,7.31,4.77,0.5,0.61,0.34,2.06,4.41,0.53,22.75,0.31,7.85,0.45,0.21,16.81,1.25,61.15,345.46,129.2,52.59,76.61,TDL,black,9643.7,N/A,18.84,511.9,5119000
10846024,Big Moose,40752,1-Jul-08,20.9,G,19,Yh,4.5,7.4,5.7,13.01,71,0.09,5.02,2.2,1.86,0.05,0.49,13.8,0.18,0.8,12.76,1.15,3.45,69,5.29,3.52,3.18,0.61,1.06,2.19,4.69,0.49,21.11,0.33,8.23,0.13,0.17,14.27,1.72,84.43,290.03,48.08,22.64,25.45,TDL,black,9643.7,N/A,18.84,511.9,5119000
10846066,Big Moose,40752,4-Aug-08,20.5,G,19,Yh,3,13,5.86,10.77,175,0.23,12.38,,2.67,0.05,0.41,11.42,0.18,0.79,12.68,1.21,3.63,72.6,8.33,5.71,1.97,0.72,0.31,2.05,4.39,0.47,20.21,0.27,6.83,0.13,0.2,16.15,1.77,86.83,344.8,62.41,39.61,22.8,TDL,black,9643.7,N/A,18.84,511.9,5119000
11046024,Big Moose,40752,8-Jul-10,21,G,19,Yh,2.8,16.8,6.25,24.24,125,0.16,8.84,2.13,3.42,0.05,1.53,42.84,0.12,0.54,8.65,1.18,3.54,70.8,9.07,4.07,0.64,0.42,0.72,1.93,4.13,0.68,29.41,0.26,6.4,0.41,0.18,14.76,0.97,47.43,263.29,38.99,19.27,19.73,TDL,black,9643.7,N/A,18.84,511.9,5119000
11046067,Big Moose,40752,18-Aug-10,22.5,G,21,Yh,3.5,17.9,6.5,38.6,346,0.44,24.47,3.41,3.3,0.06,0.46,12.94,0.1,0.44,7.09,1,3,60,9.91,5.04,1.94,0.27,1.06,2.09,4.47,0.61,26.14,0.22,5.58,1.93,0.19,15.25,1.02,50.18,342.09,38.64,22.56,16.08,TDL,black,9643.7,N/A,18.84,511.9,5119000
11146023,Big Moose,40752,12-Jul-11,21.5,G,20,Yh,2.8,9.5,5.83,16.76,98.4,0.13,6.96,2.215,3.23,0.0386,0.969,27.132,0.234,1.036,16.582,0.966,2.898,57.96,5.808,3.33,12.805,0.674,0.57,2.25,4.82,0.505,21.715,0.299,7.475,0.56,0.2,16.4,1.228,60.172,192.795,102.806,55.801,47.005,TDL,black,9643.7,N/A,18.84,511.9,5119000
11146062,Big Moose,40752,9-Aug-11,21,G,20,Yh,2.8,14.9,5.97,16.53,122.5,0.16,8.66,2.715,4.038,0.025,0.251,7.028,0.176,0.78,12.472,0.848,2.544,50.88,5.445,4.11,1.635,0.512,0.24,1.79,3.83,0.52,22.36,0.308,7.7,0.63,0.202,16.564,1.227,60.123,191.049,68.699,33.486,35.213,TDL,black,9643.7,N/A,18.84,511.9,5119000
11246022,Big Moose,40752,9-Jul-12,21,G,17,Yh,3.3,15.8,5.94,18.08,67.9,0.087,4.803,1.428,3.345,0.0497,0.421,11.788,0.305,1.351,21.614,0.922,2.766,55.32,5.539,3.42,1.477,0.542,0.54,1.99,4.26,0.557,23.951,0.232,5.8,0.486,0.228,18.696,1.879,92.071,334.16,60.227,32.056,28.17,TDL,black,9643.7,N/A,18.84,511.9,5119000
11246062,Big Moose,40752,7-Aug-12,18,G,17,Yh,5.9,16.9,6.08,21.97,132.5,0.17,9.372,2.268,3.344,0.0494,0.384,10.752,0.201,0.89,14.244,0.855,2.565,51.3,3.042,4.83,1.449,0.782,0.97,2.04,4.37,0.548,23.564,0.249,6.225,0.757,0.24,19.68,1.618,79.282,392.2,61.2,30.059,31.14,TDL,black,9643.7,N/A,18.84,511.9,5119000
9446822,Brooktrout,40874,13-Jul-94,20,I,5,Ye,7.2,20,5.13,-2.4,25,0.03,1.77,,1.03,,0.38,10.64,0.18,0.79,12.68,1.54,4.62,92.4,4.8,1.5,0.5,0.22,0.38,1.88,4.02,0.41,17.63,0.22,5.5,0.05,0.26,21.57,1.38,67.55,165,160,0,160,TDL,black,176.9,2419539,6.2,28.7,287000
9446893,Brooktrout,40874,26-Jul-94,23,I,5,Ye,7.7,18,5.2,-1.1,70,0.09,4.95,0.41,1.51,,0.37,10.36,0.17,0.75,12.05,1.53,4.59,91.8,1.3,1.6,1.1,0.27,0.21,1.58,3.38,0.37,15.91,0.21,5.25,0.05,0.26,21.65,1.33,64.94,145,130,15,115,TDL,black,176.9,2419539,6.2,28.7,287000
9446926,Brooktrout,40874,22-Aug-94,24.3,I,7,Ye,9.9,19,5.08,-4.7,25,0.03,1.77,0.39,1.18,,0.38,10.64,0.16,0.73,11.62,1.49,4.47,89.4,0.5,1,0.5,0.24,0.16,1.54,3.3,0.41,17.63,0.21,5.25,0.05,0.27,22.3,1.22,59.67,141,79,0,79,TDL,black,176.9,2419539,6.2,28.7,287000
9546803,Brooktrout,40874,12-Jun-95,19.5,I,4,Ye,7.4,18,5.12,-16.9,30,0.04,2.12,0.42,1.3,,0.47,13.22,0.23,1.01,16.23,1.53,4.6,91.92,3.6,3.8,2.8,0.52,0.41,1.83,3.92,0.48,20.64,0.25,6.25,0.05,0.29,23.78,1.11,54.17,170,77,26,51,TDL,black,176.9,2419539,6.2,28.7,287000
9546903,Brooktrout,40874,14-Aug-95,24.5,I,9,Ye,11.4,17.2,5.19,1.8,43,0.06,3.04,0.71,0.96,,0.15,4.2,0.25,1.11,17.72,1.55,4.64,92.7,0.5,0.5,0.5,0.31,0.36,0.05,0.11,0.55,23.65,0.24,6,0.05,0.31,25.42,0.97,47.38,86,44,37,7,TDL,black,176.9,2419539,6.2,28.7,287000
9546942,Brooktrout,40874,5-Sep-95,20,I,10,Ye,11.7,17,5.33,4.5,30,0.04,2.12,0.45,0.85,,0.41,11.42,0.14,0.64,10.2,1.08,3.24,64.8,0.5,1.02,0.5,0.2,0.71,0.12,0.26,0.51,21.93,0.22,5.5,0.05,0.3,24.6,1.18,58.06,60,51,12,39,TDL,black,176.9,2419539,6.2,28.7,287000
9646721,Brooktrout,40874,27-Jun-96,21.9,I,10,Ye,,15.4,5.17,-5.7,5,0.01,0.35,0.25,2.46,,0.36,10.11,0.16,0.73,11.62,1.6,4.8,96,1.33,1.57,0.5,0.31,3.07,1.67,3.57,0.43,18.49,0.18,4.5,0.05,0.26,21.32,1.07,52.62,219,160,20,140,TDL,black,176.9,2419539,6.2,28.7,287000
9646776,Brooktrout,40874,17-Jul-96,21.5,I,4,Ye,6.2,14.8,5.19,-16.56,5,0.01,0.35,0.55,3.45,,0.36,10.08,0.14,0.62,9.99,1.65,4.95,99,2.31,1.34,0.5,0.15,0.92,0.9,1.93,0.43,18.49,0.18,4.5,0.05,0.26,21.32,1.06,51.93,191,140,0,140,TDL,black,176.9,2419539,6.2,28.7,287000
9646846,Brooktrout,40874,13-Aug-96,20.2,I,5,Ye,6.1,15.2,5.15,0.88,5,0.01,0.35,0.49,3.03,,0.32,8.9,0.13,0.55,8.86,1.59,4.77,95.4,1,1.83,0.5,0.33,1.62,0.05,0.11,0.44,18.92,0.17,4.25,0.05,0.28,22.96,1.02,49.75,153,95,17,78,TDL,black,176.9,2419539,6.2,28.7,287000
9746809,Brooktrout,40874,7-Jul-97,21.5,I,4,Ye,4,13.9,6.07,-10.5,5,0.01,0.35,0.25,3.7,0.13,0.47,13.16,0.1,0.44,7.09,1.4,4.2,84,3,2.01,0.5,0.21,2.19,1.44,3.08,0.45,19.35,0.28,7,0.13,0.19,15.58,1.65,81.09,127,63,19,44,TDL,black,176.9,2419539,6.2,28.7,287000
9746882,Brooktrout,40874,11-Aug-97,23.5,I,4,Ye,4.5,14.2,5.75,2,5,0.01,0.35,0.25,4.2,0.06,0.2,5.6,0.07,0.31,4.96,1.4,4.2,84,4.7,1.7,1.6,0.26,2.8,1.5,3.2,0.52,22.36,0.33,8.25,0.05,0.37,30.09,1.3,63.75,76,13,0,13,TDL,black,176.9,2419539,6.2,28.7,287000
9846622,Brooktrout,40874,7-Jul-98,23,I,3,Ye,3.9,14.9,5.61,-0.47,2.5,0,0.18,0.34,3.32,0.03,,,0.1,0.43,6.8,1.22,3.65,73.08,4.29,2.79,3.05,0.19,12.26,1.44,3.08,0.56,24.21,0.16,3.88,0.05,0.29,23.62,1.26,61.58,,47.92,12.93,34.99,TDL,black,176.9,2419539,6.2,28.7,287000
9846694,Brooktrout,40874,12-Aug-98,24.5,I,5,Ye,6.1,15.84,5.91,-2.37,5.91,0.01,0.42,0.25,2.94,0.07,0.55,15.4,0.01,0.04,0.71,1.61,4.83,96.6,2.1,1.74,1.7,0.24,2.99,1.36,2.91,0.49,20.86,0.16,3.9,0.05,0.32,25.91,1.72,84.3,,35.6,0,35.6,TDL,black,176.9,2419539,6.2,28.7,287000
9946123,Brooktrout,40874,6-Jul-99,21,I,4,Ye,6.2,13.7,5.67,-0.06,6.5,0.01,0.46,0.25,1.16,0.01,0.27,7.56,0.08,0.35,5.67,1.26,3.78,75.6,1.83,0.5,3.66,0.21,1.48,1.21,2.59,0.45,19.35,0.21,5.3,0.06,0.31,25.09,1.12,55.08,76.25,20.95,0,20.95,TDL,black,176.9,2419539,6.2,28.7,287000
9946194,Brooktrout,40874,16-Aug-99,24,I,6,Ye,6,13.1,5.81,-4.96,6.04,0.01,0.43,3.22,1.09,0.04,0.15,4.2,0.02,0.09,1.42,1.4,4.2,84,8.63,0.5,1.59,0.17,2.93,0.93,2,0.47,20.21,0.23,5.7,0.05,0.31,25.42,1.07,52.23,62.33,0.48,0,0.48,TDL,black,176.9,2419539,6.2,28.7,287000
10046522,Brooktrout,40874,11-Jul-00,24.5,I,4,Ye,2.6,12.8,5.56,1.41,2.5,0,0.18,0.5,2.65,0.03,0.4,11.06,0.01,0.02,0.35,1.18,3.55,70.92,4.68,3.13,0.5,0.23,10.72,1.35,2.88,0.41,17.46,0.21,5.18,0.05,0.27,21.98,1.17,57.09,85.94,42.28,5.2,37.09,TDL,black,176.9,2419539,6.2,28.7,287000
10046594,Brooktrout,40874,14-Aug-00,24,I,4,Ye,2.3,12.3,5.45,0.08,2.5,0,0.18,0.5,2.93,0.04,0.22,6.02,0.01,0.02,0.35,1.26,3.77,75.3,5,4.32,2.26,0.25,8.63,1.25,2.67,0.43,18.49,0.22,5.43,0.1,0.26,21.32,1.27,61.99,104.02,46.45,5.21,41.24,TDL,black,176.9,2419539,6.2,28.7,287000
10146027,Brooktrout,40874,9-Jul-01,22.3,I,5,Ye,5.3,14.5,5.22,-1.66,2.5,0,0.18,0.22,2.87,0.03,0.22,6.02,0.11,0.47,7.58,1.25,3.76,75.12,3.42,1.76,1.04,0.24,2.43,1.14,2.44,0.43,18.53,0.19,4.73,0.13,0.23,18.7,1.11,54.29,139.07,67.1,5.15,61.94,TDL,black,176.9,2419539,6.2,28.7,287000
10146107,Brooktrout,40874,5-Sep-01,23.8,I,6,Ye,4.6,11.9,5.81,7.53,10.26,0.01,0.73,0.21,2.23,0.03,0.34,9.41,0.01,0.02,0.35,1.09,3.26,65.1,3.55,3.5,1.08,0.2,6.48,0.96,2.05,0.44,18.83,0.18,4.45,0.13,0.26,21.07,1.09,53.51,72.05,31.38,2.67,28.71,TDL,black,176.9,2419539,6.2,28.7,287000
10246026,Brooktrout,40874,12-Sep-02,14.5,I,7,Ye,3.6,13.2,6.02,-0.73,1.6,0,0.11,0.5,2.5,0.05,0.76,21.14,0.01,0.04,0.71,1.29,3.87,77.46,2.74,2.7,0.5,0.23,5.77,1.16,2.48,0.5,21.29,0.2,4.93,0.13,0.28,23.21,1.23,60.42,44.85,1.47,0,1.47,TDL,black,176.9,2419539,6.2,28.7,287000
10246110,Brooktrout,40874,19-Sep-02,20,I,6,Ye,4.5,12.9,6.09,13.84,11.43,0.01,0.63,0.5,2.46,0.04,0.29,8.12,0.01,0.04,0.71,1.28,3.85,76.92,3.74,3.67,0.5,0.23,6.08,1.27,2.72,0.5,21.63,0.19,4.63,0.13,0.29,23.94,1.17,57.33,42.66,0.96,0,0.96,TDL,black,176.9,2419539,6.2,28.7,287000
10346024,Brooktrout,40874,8-Jul-03,20.5,I,3,Ye,3,12.6,5.82,9.22,2.5,0,0.18,0.26,3.29,0.03,0.33,9.24,0.02,0.07,1.06,1.24,3.72,74.46,4.48,4.62,2.11,0.16,9.26,1.23,2.63,0.51,21.97,0.22,5.38,0.13,0.27,21.73,1.26,61.5,132.06,15.46,0,15.46,TDL,black,176.9,2419539,6.2,28.7,287000
10346110,Brooktrout,40874,5-Aug-03,21.5,I,4,Ye,3,13,5.85,6.23,2.5,0,0.18,,3.12,0.04,0.27,7.48,0.01,0.06,0.89,1.3,3.91,78.12,4.52,3.45,1.03,0.21,10.6,1.26,2.7,0.46,19.91,0.23,5.63,0.13,0.27,21.89,1.19,58.36,98.49,17.91,0,17.91,TDL,black,176.9,2419539,6.2,28.7,287000
10446024,Brooktrout,40874,12-Jul-04,21,I,4,Ye,5,13.1,5.58,6,30.46,0.04,2.15,0.36,1.29,0.03,0.22,6.05,0.14,0.63,10.13,1.25,3.76,75.18,2.24,1.18,1.5,0.32,0.6,1.28,2.74,0.53,22.96,0.25,6.18,0.13,0.28,23.29,1.03,50.57,153.99,38.02,0,38.02,TDL,black,176.9,2419539,6.2,28.7,287000
10446110,Brooktrout,40874,2-Aug-04,17,I,4,Ye,7.2,12.1,5.4,7.68,29.35,0.04,2.08,0.35,1.69,0.03,0.28,7.87,0.13,0.56,8.93,1.29,3.88,77.64,1.42,1.01,2.07,0.28,0.7,1.51,3.23,0.47,20.25,0.2,4.88,0.13,0.27,21.98,0.98,48.12,138.56,36.32,1.24,35.08,TDL,black,176.9,2419539,6.2,28.7,287000
10546025,Brooktrout,40874,11-Jul-05,23.5,I,4,Ye,5.3,13.5,5.49,-0.19,5,0.01,0.35,0.31,1.42,0.03,0.54,15.23,0.16,0.71,11.41,1.13,3.39,67.8,2.64,0.5,0.5,0.32,2.81,1.22,2.61,0.52,22.45,0.2,4.98,0.13,0.26,20.91,1.04,51.16,131.03,43.5,0,43.5,TDL,black,176.9,2419539,6.2,28.7,287000
10546109,Brooktrout,40874,8-Aug-05,23,I,4,Ye,6.2,14.4,5.71,-2.37,5,0.01,0.35,0.23,1.27,0.03,0.36,10.02,0.12,0.52,8.29,1.09,3.27,65.4,2.56,1.72,0.5,0.23,1.29,1.22,2.61,0.54,23.31,0.21,5.23,0.13,0.27,21.81,1.06,51.99,86.83,33.46,0,33.46,TDL,black,176.9,2419539,6.2,28.7,287000
10646024,Brooktrout,40874,11-Jul-06,23,I,3,Ye,2.95,13.3,5.32,1.83,5,0.01,0.35,0.31,2.01,0.03,0.33,9.3,0.08,0.35,5.57,1.13,3.39,67.8,3.07,2.58,1.07,0.25,2.74,1.28,2.74,0.44,18.75,0.19,4.73,0.13,0.22,18.04,0.82,40.03,214.89,51.35,6.85,44.5,TDL,black,176.9,2419539,6.2,28.7,287000
10646109,Brooktrout,40874,9-Aug-06,24.5,I,4,Ye,4.8,12.8,5.67,6.22,5,0.01,0.35,0.3,1.72,0.04,0.3,8.32,0.01,0.06,0.89,1.08,3.24,64.8,4.77,2.63,1.36,0.23,4.86,1.21,2.59,0.43,18.53,0.19,4.8,0.13,0.22,18.12,0.94,46.21,138.76,37.13,0,37.13,TDL,black,176.9,2419539,6.2,28.7,287000
10746009,Brooktrout,40874,17-Jul-07,23.2,I,5,Ye,7,12.5,5.41,-5.55,5,0.01,0.35,0.31,1.41,0.03,0.35,9.77,0.2,0.89,14.24,1.11,3.33,66.6,2.71,1.03,0.67,0.33,2.68,1.25,2.68,0.43,18.66,0.19,4.68,0.13,0.24,19.27,0.9,43.9,101.94,41.69,2.08,39.61,TDL,black,176.9,2419539,6.2,28.7,287000
10746050,Brooktrout,40874,2-Aug-07,23,I,4,Ye,6,11.6,5.49,-4.74,5,0.01,0.35,0.27,1.44,0.03,0.29,8.2,0.17,0.75,12,1.05,3.15,63,3.89,3.79,0.5,0.29,2.65,1.22,2.61,0.43,18.49,0.3,7.53,0.23,0.22,17.71,0.94,45.96,86.82,33.24,0.73,32.51,TDL,black,176.9,2419539,6.2,28.7,287000
10846009,Brooktrout,40874,2-Jul-08,24.5,I,4,Ye,4.5,11.2,5.57,6.35,20.8,0.03,1.47,0.2,2.01,0.03,0.44,12.18,0.06,0.28,4.48,1.06,3.18,63.6,,2.13,1.26,0.27,4.4,1.23,2.63,0.36,15.57,0.16,3.98,,0.21,16.97,1.28,62.57,120.07,9.04,0,9.04,TDL,black,176.9,2419539,6.2,28.7,287000
10846050,Brooktrout,40874,7-Aug-08,24.3,I,5,Ye,4.7,6,5.61,15.1,10.8,0.01,0.76,,1.79,0.03,0.46,12.8,0.03,0.13,2.08,0.91,2.73,54.6,3.38,1.8,1.2,0.13,3.21,1.29,2.76,0.34,14.58,0.15,3.8,0.13,0.18,14.43,0.9,43.86,81.15,0,0.92,-0.92,TDL,black,176.9,2419539,6.2,28.7,287000
11046009,Brooktrout,40874,15-Jul-10,21,I,5,Ye,6.25,10.9,5.85,12.66,33.1,0.04,2.34,0.49,2.47,0.03,0.39,10.92,0.03,0.11,1.76,0.92,2.76,55.2,4.71,12.8,0.01,0.32,2.65,1.12,2.4,0.49,21.07,0.17,4.28,0.13,0.17,13.78,0.51,24.89,125.25,25.36,0.92,24.45,TDL,black,176.9,2419539,6.2,28.7,287000
11046052,Brooktrout,40874,10-Aug-10,22.8,I,5,Ye,5.1,12.2,6.16,13.33,5,0.01,0.35,0.67,2.87,0.03,0.34,9.38,0,0.02,0.32,0.91,2.72,54.4,2.36,1.51,1.65,0.1,3.27,1.1,2.35,0.44,18.96,0.11,2.85,0.13,0.17,14.02,0.51,24.79,110.76,19.4,0.08,19.32,TDL,black,176.9,2419539,6.2,28.7,287000
11146007,Brooktrout,40874,19-Jul-11,21.5,I,3,Ye,6.4,10.7,5.77,7.73,36.4,0.05,2.75,0.345,1.893,0.03,0.853,23.884,0.06,0.266,4.256,0.86,2.59,51.84,3.25,1.45,2.66,0.2,0.7,1.09,2.33,0.41,17.46,0.26,6.38,0.21,,0,0.78,38.07,191.1,35.97,4.91,31.06,TDL,black,176.9,2419539,6.2,28.7,287000
11146048,Brooktrout,40874,17-Aug-11,22,I,6,Ye,6.7,11.1,5.89,15.09,31.5,0.05,2.48,0.446,1.848,0.03,0.398,11.144,0.057,0.251,4.016,0.89,2.66,53.16,1.57,2.51,2.82,0.19,1,0.99,2.11,0.41,17.59,0.26,6.48,0.03,0.2,16.15,0.81,39.49,50.7,20.1,0,20.1,TDL,black,176.9,2419539,6.2,28.7,287000
11246007,Brooktrout,40874,19-Jul-12,19,I,5,Ye,5.2,11.9,5.86,9.42,39.5,0.051,2.794,0.234,1.919,0.0065,0.407,11.396,0.148,0.655,10.488,0.858,2.574,51.48,5.22,1.9,0.381,0.299,1.24,1.28,2.74,0.757,32.551,0.807,20.175,0.044,0.262,21.484,1.252,61.348,112.07,19.293,0,19.29,TDL,black,176.9,2419539,6.2,28.7,287000
11246048,Brooktrout,40874,14-Aug-12,21.5,I,6,Ye,5.8,11.4,5.92,11.52,15.4,0.02,1.089,0.363,1.99,0.0297,0.356,9.968,0.085,0.376,6.023,0.7,2.1,42,2.912,2.12,0.381,0.312,1.27,0.954,2.04,0.426,18.318,0.16,4,0.046,0.228,18.696,1.274,62.426,128.82,12.63,0,12.63,TDL,black,176.9,2419539,6.2,28.7,287000
9446824,Brooktrout,40874,13-Jul-94,20,G,17,Yh,7.2,21,5.17,2.2,25,0.03,1.77,0.78,0.81,,0.43,12.04,0.2,0.89,14.17,1.52,4.56,91.2,4.3,1.1,1.7,0.25,2.03,1.84,3.94,0.42,18.06,0.21,5.25,0.13,0.27,22.14,1.34,65.66,223,210,21,189,TDL,black,176.9,2419539,6.2,28.7,287000
9446894,Brooktrout,40874,26-Jul-94,23,G,22,Yh,7.7,21,5.17,0.02,80,0.1,5.66,0.42,1.81,,0.42,11.76,0.19,0.86,13.75,1.56,4.68,93.6,5,1.9,0.5,0.35,3.26,1.73,3.7,0.38,16.34,0.22,5.5,0.16,0.27,21.81,1.28,62.82,259,180,45,135,TDL,black,176.9,2419539,6.2,28.7,287000
9446927,Brooktrout,40874,22-Aug-94,24.3,G,23,Yh,9.9,22,5.18,-0.02,25,0.03,1.77,0.39,2.72,,0.39,10.92,0.18,0.8,12.83,1.45,4.35,87,4,2.8,1.4,0.39,,1.73,3.7,0.42,18.06,0.24,6,0.17,0.27,22.39,1.46,71.75,255,150,59,91,TDL,black,176.9,2419539,6.2,28.7,287000
9546804,Brooktrout,40874,12-Jun-95,19.5,G,18,Yh,7.4,19,5.16,-7.9,40,0.05,2.83,0.91,1.27,,0.77,21.5,0.23,1.01,16.23,1.54,4.61,92.28,3.6,3.8,2.5,0.62,5.94,1.83,3.92,0.5,21.5,0.29,7.25,0.11,0.29,23.78,1.23,60.11,211,100,15,85,TDL,black,176.9,2419539,6.2,28.7,287000
9546904,Brooktrout,40874,14-Aug-95,24.5,G,24,Yh,11.4,18.1,6.21,9.04,56,0.07,3.96,1.96,1.56,,0.15,4.2,0.28,1.23,19.7,1.76,5.29,105.71,4.1,2.04,0.5,0.41,5.86,0.07,,0.5,21.5,0.24,6,0.16,0.29,23.78,1.37,67.33,226,200,53,147,TDL,black,176.9,2419539,6.2,28.7,287000
9546943,Brooktrout,40874,5-Sep-95,20,G,18,Yh,11.7,18,5.4,5.1,36,0.05,2.55,1.76,1.68,,0.83,23.32,0.18,0.81,13.04,1.27,3.81,76.23,1.71,2.21,0.5,0.28,7.77,1.6,3.42,0.47,20.21,0.23,5.75,0.05,0.28,22.96,1.29,63.4,196,75,56,19,TDL,black,176.9,2419539,6.2,28.7,287000
9646722,Brooktrout,40874,27-Jun-96,21.9,G,20,Yh,,16.2,5.41,0.14,69,0.09,4.88,1.61,2.58,,0.36,10.16,0.21,0.93,14.88,1.61,4.82,96.48,1.51,0.5,0.5,0.32,0.76,1.87,4,0.46,19.78,0.2,5,0.16,0.28,22.96,1.35,66.36,234,190,30,160,TDL,black,176.9,2419539,6.2,28.7,287000
9646777,Brooktrout,40874,17-Jul-96,21.5,G,20,Yh,6.2,16.9,5.4,-2.41,54,0.07,3.82,1.77,3.1,,0.38,10.64,0.21,0.91,14.6,1.65,4.95,99,2.01,0.5,0.5,0.41,1.33,1.6,3.42,0.47,20.21,0.22,5.5,0.18,0.28,22.96,1.31,64.01,225,170,23,147,TDL,black,176.9,2419539,6.2,28.7,287000
9646848,Brooktrout,40874,13-Aug-96,20.2,G,19,Yh,6.1,17.1,5.38,6.92,95,0.12,6.72,1.76,7.17,,0.52,14.56,0.2,0.89,14.17,1.49,4.47,89.4,2.24,1.27,1.41,0.43,2.51,1.8,3.85,0.49,21.07,0.22,5.5,0.21,0.29,23.78,1.38,67.59,232,141,24,117,TDL,black,176.9,2419539,6.2,28.7,287000
9746810,Brooktrout,40874,7-Jul-97,21.5,G,20,Yh,4,15.9,5.93,-1.44,90,0.12,6.37,1.15,2.7,0.13,0.27,7.56,0.24,1.06,17.01,1.5,4.5,90,2.2,1.23,1.8,0.39,1.02,1.65,3.53,0.44,18.92,0.2,5,0.12,0.26,21.32,1.27,62.06,208,160,27,133,TDL,black,176.9,2419539,6.2,28.7,287000
